employee_id,satisfaction_level,last_evaluation_score,number_of_projects,average_monthly_hours,years_spent_at_company,work_accident,left_company,promotion_in_last_5years,department,salary,salary_range
7996,0.7,0.85,3,161,2,0,0,0,technical,medium,"$45,000 - $74,999"
7997,0.73,0.62,3,171,3,0,0,0,management,medium,"$45,000 - $74,999"
7998,0.61,0.86,4,153,5,0,0,0,IT,medium,"$45,000 - $74,999"
7999,0.95,0.96,4,161,2,0,0,0,IT,high,"Greater than $75,000"
8000,0.85,0.55,3,226,4,0,0,0,IT,low,"Less than $45,000"
8001,0.72,0.9,3,193,3,0,0,0,IT,medium,"$45,000 - $74,999"
8002,0.84,0.66,4,204,3,0,0,0,IT,medium,"$45,000 - $74,999"
8003,0.57,0.47,2,158,2,0,0,0,product_mng,medium,"$45,000 - $74,999"
8004,0.69,0.69,3,236,4,0,0,0,product_mng,medium,"$45,000 - $74,999"
8005,0.57,0.68,4,191,3,0,0,0,product_mng,medium,"$45,000 - $74,999"
8006,0.52,0.59,6,104,4,0,0,0,product_mng,medium,"$45,000 - $74,999"
8007,0.56,0.55,3,245,2,0,0,0,IT,medium,"$45,000 - $74,999"
8008,0.75,0.74,3,186,3,1,0,0,RandD,medium,"$45,000 - $74,999"
8009,0.98,0.75,5,168,4,1,0,0,RandD,medium,"$45,000 - $74,999"
8010,0.48,0.55,4,262,3,1,0,0,RandD,high,"Greater than $75,000"
8011,0.35,0.67,2,116,3,0,0,0,RandD,low,"Less than $45,000"
8012,0.66,0.93,4,187,2,0,0,0,RandD,low,"Less than $45,000"
8013,0.79,0.9,5,184,3,0,0,0,marketing,low,"Less than $45,000"
8014,0.86,0.53,4,155,3,0,0,0,marketing,high,"Greater than $75,000"
8015,0.88,1,5,190,2,0,0,0,sales,low,"Less than $45,000"
8016,0.83,0.64,3,242,3,0,0,0,accounting,low,"Less than $45,000"
8017,0.8,0.64,5,204,2,0,0,0,support,low,"Less than $45,000"
8018,0.64,0.69,4,232,3,0,0,0,technical,high,"Greater than $75,000"
8019,0.72,0.59,4,245,2,0,0,0,management,low,"Less than $45,000"
8020,0.67,0.61,3,251,2,0,0,0,marketing,low,"Less than $45,000"
8021,0.75,0.7,4,179,2,0,0,0,marketing,low,"Less than $45,000"
8022,0.65,0.95,4,153,2,0,0,0,marketing,low,"Less than $45,000"
8023,0.98,0.98,5,210,6,0,0,0,sales,low,"Less than $45,000"
8024,0.68,0.8,2,257,2,1,0,0,sales,low,"Less than $45,000"
8025,0.52,0.37,3,137,4,0,0,0,sales,low,"Less than $45,000"
8026,0.68,0.93,4,179,2,0,0,0,sales,medium,"$45,000 - $74,999"
8027,0.92,0.74,4,213,3,0,0,0,sales,medium,"$45,000 - $74,999"
8028,0.86,0.79,3,106,6,1,0,0,sales,medium,"$45,000 - $74,999"
8029,0.5,0.99,4,272,2,0,0,0,sales,medium,"$45,000 - $74,999"
8030,0.35,0.37,4,153,2,0,0,0,sales,medium,"$45,000 - $74,999"
8031,0.76,0.97,5,172,3,0,0,0,sales,medium,"$45,000 - $74,999"
8032,0.66,0.95,4,224,2,0,0,0,sales,medium,"$45,000 - $74,999"
8033,0.58,0.71,3,230,3,1,0,0,sales,medium,"$45,000 - $74,999"
8034,0.55,0.97,4,222,4,0,0,0,sales,medium,"$45,000 - $74,999"
8035,0.9,0.53,3,270,3,0,0,0,sales,medium,"$45,000 - $74,999"
8036,0.75,0.71,4,205,3,0,0,0,sales,medium,"$45,000 - $74,999"
8037,0.9,0.63,4,134,3,1,0,0,sales,medium,"$45,000 - $74,999"
8038,0.14,0.54,5,275,4,1,0,0,sales,high,"Greater than $75,000"
8039,0.86,0.57,4,183,3,0,0,0,sales,low,"Less than $45,000"
8040,0.56,0.84,4,143,4,0,0,0,sales,medium,"$45,000 - $74,999"
8041,0.54,0.63,5,259,2,0,0,0,sales,medium,"$45,000 - $74,999"
8042,0.36,0.8,5,186,4,0,0,0,accounting,medium,"$45,000 - $74,999"
8043,0.82,0.59,3,155,3,0,0,0,accounting,medium,"$45,000 - $74,999"
8044,0.49,0.42,2,266,3,0,0,0,accounting,low,"Less than $45,000"
8045,0.77,0.97,3,215,2,0,0,0,hr,low,"Less than $45,000"
8046,0.64,0.83,4,179,3,0,0,0,hr,low,"Less than $45,000"
8047,0.93,0.53,3,217,3,0,0,0,hr,low,"Less than $45,000"
8048,0.96,0.94,5,235,3,0,0,0,hr,low,"Less than $45,000"
8049,0.6,0.97,3,164,2,0,0,0,technical,low,"Less than $45,000"
8050,0.58,0.55,3,178,5,0,0,0,technical,low,"Less than $45,000"
8051,0.52,0.49,5,170,3,0,0,0,technical,low,"Less than $45,000"
8052,0.74,0.79,5,241,3,0,0,0,technical,low,"Less than $45,000"
8053,0.64,0.99,4,222,2,0,0,0,technical,low,"Less than $45,000"
8054,0.93,0.59,3,233,3,0,0,0,technical,low,"Less than $45,000"
8055,0.76,0.49,5,243,3,0,0,0,technical,low,"Less than $45,000"
8056,0.5,0.54,4,175,2,0,0,0,technical,low,"Less than $45,000"
8057,0.79,0.55,4,266,3,0,0,0,technical,low,"Less than $45,000"
8058,0.97,0.95,5,201,2,0,0,0,technical,low,"Less than $45,000"
8059,0.6,0.49,5,259,4,0,0,0,technical,low,"Less than $45,000"
8060,0.84,0.73,5,105,5,0,0,0,support,low,"Less than $45,000"
8061,0.75,0.99,5,189,3,0,0,0,support,low,"Less than $45,000"
8062,0.24,0.91,4,232,2,0,0,0,support,low,"Less than $45,000"
8063,0.24,0.91,5,258,6,0,0,0,support,low,"Less than $45,000"
8064,0.51,0.58,5,173,3,0,0,0,support,low,"Less than $45,000"
8065,0.5,0.88,4,147,3,0,0,0,support,medium,"$45,000 - $74,999"
8066,0.66,0.36,3,256,6,0,0,0,support,medium,"$45,000 - $74,999"
8067,0.97,0.77,3,206,4,0,0,0,support,medium,"$45,000 - $74,999"
8068,0.61,0.5,4,175,3,0,0,0,support,medium,"$45,000 - $74,999"
8069,0.77,0.49,4,274,2,1,0,0,support,medium,"$45,000 - $74,999"
8070,0.74,0.64,3,229,3,0,0,0,support,medium,"$45,000 - $74,999"
8071,0.92,0.98,4,161,3,0,0,0,technical,medium,"$45,000 - $74,999"
8072,0.78,0.99,2,188,2,0,0,0,technical,medium,"$45,000 - $74,999"
8073,0.56,0.57,3,205,3,0,0,0,technical,medium,"$45,000 - $74,999"
8074,0.82,0.63,3,246,3,0,0,0,management,medium,"$45,000 - $74,999"
8075,0.26,0.98,5,161,5,0,0,0,IT,medium,"$45,000 - $74,999"
8076,0.69,0.85,5,246,3,0,0,0,IT,medium,"$45,000 - $74,999"
8077,0.78,0.83,4,158,3,0,0,0,IT,high,"Greater than $75,000"
8078,0.67,0.86,3,175,3,0,0,0,IT,low,"Less than $45,000"
8079,0.77,0.91,5,268,3,1,0,0,IT,medium,"$45,000 - $74,999"
8080,0.8,0.63,4,211,2,0,0,0,product_mng,medium,"$45,000 - $74,999"
8081,0.51,0.51,3,274,2,0,0,0,product_mng,medium,"$45,000 - $74,999"
8082,0.77,0.52,4,241,3,0,0,0,product_mng,medium,"$45,000 - $74,999"
8083,0.65,0.71,3,170,2,0,0,0,product_mng,low,"Less than $45,000"
8084,0.58,0.53,3,287,5,0,0,0,IT,low,"Less than $45,000"
8085,0.67,0.39,2,235,6,0,0,0,RandD,low,"Less than $45,000"
8086,0.33,0.39,3,98,3,1,0,0,RandD,low,"Less than $45,000"
8087,0.78,0.66,6,105,5,1,0,0,RandD,low,"Less than $45,000"
8088,0.58,0.83,3,226,3,0,0,0,RandD,low,"Less than $45,000"
8089,0.63,0.59,4,171,4,0,0,0,RandD,low,"Less than $45,000"
8090,0.63,0.51,4,153,4,0,0,0,RandD,low,"Less than $45,000"
8091,0.59,0.55,3,183,4,0,0,0,marketing,low,"Less than $45,000"
8092,0.6,0.9,5,139,3,0,0,0,sales,low,"Less than $45,000"
8093,0.93,0.9,5,210,3,0,0,0,accounting,low,"Less than $45,000"
8094,0.78,0.77,2,177,4,0,0,0,support,low,"Less than $45,000"
8095,0.65,0.6,3,148,2,0,0,0,technical,low,"Less than $45,000"
8096,1,0.61,4,198,2,0,0,0,management,low,"Less than $45,000"
8097,0.96,1,3,137,4,1,0,0,marketing,low,"Less than $45,000"
8098,0.54,0.97,5,233,3,1,0,0,marketing,low,"Less than $45,000"
8099,0.98,0.69,2,204,4,0,0,0,marketing,low,"Less than $45,000"
8100,0.34,0.59,2,164,2,0,0,0,sales,low,"Less than $45,000"
8101,0.71,0.53,5,162,2,0,0,0,sales,low,"Less than $45,000"
8102,0.64,0.64,3,180,2,1,0,0,sales,low,"Less than $45,000"
8103,0.71,0.93,2,199,2,0,0,0,sales,low,"Less than $45,000"
8104,0.58,0.63,4,190,2,0,0,0,sales,medium,"$45,000 - $74,999"
8105,0.87,0.96,4,151,3,1,0,0,sales,medium,"$45,000 - $74,999"
8106,0.58,0.85,4,162,3,0,0,0,sales,medium,"$45,000 - $74,999"
8107,0.87,0.67,3,139,2,0,0,0,sales,medium,"$45,000 - $74,999"
8108,0.72,0.86,3,231,3,1,0,0,sales,medium,"$45,000 - $74,999"
8109,0.67,0.83,5,269,2,0,0,0,sales,medium,"$45,000 - $74,999"
8110,0.53,0.97,4,249,3,0,0,0,sales,medium,"$45,000 - $74,999"
8111,0.78,0.61,3,148,2,0,0,0,sales,medium,"$45,000 - $74,999"
8112,0.19,0.63,4,233,5,0,0,0,sales,medium,"$45,000 - $74,999"
8113,1,0.88,4,240,4,0,0,0,sales,medium,"$45,000 - $74,999"
8114,0.75,0.75,5,229,2,1,0,0,sales,medium,"$45,000 - $74,999"
8115,0.29,0.66,3,256,2,1,0,0,sales,medium,"$45,000 - $74,999"
8116,0.37,0.7,2,188,2,0,0,0,sales,high,"Greater than $75,000"
8117,0.78,0.5,3,167,2,0,0,0,sales,low,"Less than $45,000"
8118,0.24,0.64,5,190,4,0,0,0,sales,medium,"$45,000 - $74,999"
8119,0.49,0.7,4,168,3,0,0,0,accounting,medium,"$45,000 - $74,999"
8120,0.18,0.64,6,154,5,0,0,0,accounting,medium,"$45,000 - $74,999"
8121,0.76,0.85,4,135,3,0,0,0,accounting,medium,"$45,000 - $74,999"
8122,0.5,0.97,4,217,3,0,0,0,hr,low,"Less than $45,000"
8123,0.82,0.94,3,253,2,0,0,0,hr,low,"Less than $45,000"
8124,0.97,0.94,3,180,3,0,0,0,hr,low,"Less than $45,000"
8125,0.72,0.9,4,225,2,0,0,0,hr,low,"Less than $45,000"
8126,0.98,0.64,4,134,3,1,0,0,technical,low,"Less than $45,000"
8127,0.76,0.73,3,192,2,0,0,0,technical,low,"Less than $45,000"
8128,0.72,0.88,3,224,3,0,0,0,technical,low,"Less than $45,000"
8129,0.96,0.91,3,260,5,0,0,0,technical,low,"Less than $45,000"
8130,0.62,0.78,3,178,3,1,0,0,technical,low,"Less than $45,000"
8131,0.25,0.98,4,166,5,1,0,0,technical,low,"Less than $45,000"
8132,0.82,0.56,5,180,3,0,0,0,technical,low,"Less than $45,000"
8133,0.59,0.9,3,189,2,0,0,0,technical,low,"Less than $45,000"
8134,0.94,0.73,3,154,3,0,0,0,technical,low,"Less than $45,000"
8135,0.72,0.88,3,236,3,0,0,0,technical,low,"Less than $45,000"
8136,0.53,0.78,5,198,3,0,0,0,technical,low,"Less than $45,000"
8137,0.67,0.83,3,148,3,0,0,0,support,low,"Less than $45,000"
8138,0.99,0.52,4,205,2,0,0,0,support,low,"Less than $45,000"
8139,0.64,0.53,4,133,3,0,0,0,support,low,"Less than $45,000"
8140,0.61,0.57,4,160,3,1,0,0,support,low,"Less than $45,000"
8141,0.89,0.85,4,201,2,1,0,0,support,low,"Less than $45,000"
8142,0.61,0.7,5,157,4,0,0,0,support,low,"Less than $45,000"
8143,0.9,0.74,3,260,2,0,0,0,support,medium,"$45,000 - $74,999"
8144,0.96,0.51,5,152,3,0,0,0,support,medium,"$45,000 - $74,999"
8145,0.62,0.55,4,218,3,0,0,0,support,medium,"$45,000 - $74,999"
8146,0.89,0.57,3,252,2,0,0,0,support,medium,"$45,000 - $74,999"
8147,0.52,0.67,4,216,3,0,0,0,support,medium,"$45,000 - $74,999"
8148,0.66,0.99,3,183,2,0,0,0,technical,medium,"$45,000 - $74,999"
8149,0.96,0.6,5,269,2,0,0,0,technical,medium,"$45,000 - $74,999"
8150,0.95,0.89,5,132,4,0,0,0,technical,medium,"$45,000 - $74,999"
8151,0.75,0.98,4,170,4,0,0,0,management,medium,"$45,000 - $74,999"
8152,0.39,0.87,5,257,5,1,0,0,IT,medium,"$45,000 - $74,999"
8153,0.93,0.69,3,138,2,0,0,0,IT,medium,"$45,000 - $74,999"
8154,0.44,0.54,3,115,3,0,0,0,IT,medium,"$45,000 - $74,999"
8155,0.9,0.67,3,165,2,0,0,0,IT,high,"Greater than $75,000"
8156,0.75,0.81,3,214,3,0,0,0,IT,low,"Less than $45,000"
8157,0.45,0.75,2,246,2,0,0,0,product_mng,medium,"$45,000 - $74,999"
8158,0.42,0.6,2,188,3,0,0,0,product_mng,medium,"$45,000 - $74,999"
8159,0.99,0.82,3,255,2,0,0,0,product_mng,medium,"$45,000 - $74,999"
8160,0.89,0.91,4,190,2,0,0,0,product_mng,medium,"$45,000 - $74,999"
8161,0.96,0.9,4,164,4,0,0,0,IT,low,"Less than $45,000"
8162,0.5,0.46,3,165,3,0,0,0,RandD,low,"Less than $45,000"
8163,0.59,0.59,3,141,3,0,0,0,RandD,low,"Less than $45,000"
8164,0.57,0.69,3,154,2,0,0,0,RandD,low,"Less than $45,000"
8165,1,0.87,3,165,2,0,0,0,RandD,low,"Less than $45,000"
8166,0.6,0.59,5,266,2,0,0,0,RandD,low,"Less than $45,000"
8167,0.21,0.85,6,235,6,0,0,0,RandD,low,"Less than $45,000"
8168,0.63,0.83,4,159,2,0,0,0,marketing,low,"Less than $45,000"
8169,0.8,0.82,3,218,3,0,0,0,sales,low,"Less than $45,000"
8170,0.51,0.96,3,149,4,0,0,0,accounting,low,"Less than $45,000"
8171,0.89,0.96,5,239,3,0,0,0,support,low,"Less than $45,000"
8172,0.83,0.58,4,225,3,0,0,0,technical,low,"Less than $45,000"
8173,0.77,0.74,6,247,3,0,0,0,management,low,"Less than $45,000"
8174,0.79,0.99,4,183,2,0,0,0,marketing,low,"Less than $45,000"
8175,0.63,0.85,5,214,2,0,0,0,marketing,low,"Less than $45,000"
8176,0.68,0.48,5,113,2,0,0,0,marketing,low,"Less than $45,000"
8177,0.74,0.69,4,244,2,0,0,0,sales,low,"Less than $45,000"
8178,0.49,0.67,6,286,4,0,0,0,sales,low,"Less than $45,000"
8179,0.46,0.55,3,139,2,0,0,0,sales,medium,"$45,000 - $74,999"
8180,0.9,0.91,5,176,3,0,0,0,sales,medium,"$45,000 - $74,999"
8181,0.7,0.67,5,136,3,0,0,0,sales,medium,"$45,000 - $74,999"
8182,0.84,0.71,4,222,2,0,0,0,sales,medium,"$45,000 - $74,999"
8183,0.89,0.77,4,269,4,0,0,0,sales,medium,"$45,000 - $74,999"
8184,0.59,0.87,4,183,2,0,0,0,sales,medium,"$45,000 - $74,999"
8185,0.57,0.72,3,206,3,0,0,0,sales,medium,"$45,000 - $74,999"
8186,0.53,0.49,3,158,3,0,0,0,sales,medium,"$45,000 - $74,999"
8187,0.83,0.89,4,136,3,0,0,0,sales,medium,"$45,000 - $74,999"
8188,0.51,0.66,4,182,2,0,0,0,sales,medium,"$45,000 - $74,999"
8189,0.78,0.61,4,268,3,0,0,0,sales,medium,"$45,000 - $74,999"
8190,0.52,0.69,3,144,3,0,0,0,sales,medium,"$45,000 - $74,999"
8191,0.42,0.5,5,286,4,0,0,0,sales,high,"Greater than $75,000"
8192,0.61,0.38,2,268,3,0,0,0,sales,low,"Less than $45,000"
8193,0.85,1,3,255,3,0,0,0,sales,medium,"$45,000 - $74,999"
8194,0.17,0.85,6,245,5,0,0,0,sales,medium,"$45,000 - $74,999"
8195,0.79,0.52,3,134,2,1,0,0,sales,medium,"$45,000 - $74,999"
8196,0.56,0.98,3,251,3,1,0,0,accounting,medium,"$45,000 - $74,999"
8197,0.5,0.73,5,165,2,0,0,0,accounting,low,"Less than $45,000"
8198,0.51,0.53,3,223,2,1,0,0,accounting,low,"Less than $45,000"
8199,0.77,0.67,4,225,4,0,0,0,hr,low,"Less than $45,000"
8200,0.84,0.9,3,196,3,1,0,0,hr,low,"Less than $45,000"
8201,0.21,0.49,3,253,3,0,0,0,hr,low,"Less than $45,000"
8202,0.65,0.57,5,222,3,0,0,0,hr,low,"Less than $45,000"
8203,0.95,0.87,4,135,3,0,0,0,technical,low,"Less than $45,000"
8204,0.8,0.75,4,217,2,0,0,0,technical,low,"Less than $45,000"
8205,0.77,0.85,5,192,2,0,0,0,technical,low,"Less than $45,000"
8206,0.57,0.7,3,172,3,0,0,0,technical,low,"Less than $45,000"
8207,0.92,0.55,4,183,3,0,0,0,technical,low,"Less than $45,000"
8208,1,0.71,5,186,2,0,0,0,technical,low,"Less than $45,000"
8209,0.85,0.67,4,163,3,0,0,0,technical,low,"Less than $45,000"
8210,0.57,0.8,4,262,3,0,0,0,technical,low,"Less than $45,000"
8211,0.66,0.68,3,202,3,0,0,0,technical,low,"Less than $45,000"
8212,0.85,0.8,4,248,3,0,0,0,technical,low,"Less than $45,000"
8213,0.99,0.5,5,214,2,0,0,0,technical,low,"Less than $45,000"
8214,0.91,0.82,4,260,4,0,0,0,support,low,"Less than $45,000"
8215,0.96,0.97,4,260,3,0,0,0,support,low,"Less than $45,000"
8216,0.49,0.52,4,251,2,0,0,0,support,low,"Less than $45,000"
8217,0.39,0.85,5,179,5,0,0,0,support,low,"Less than $45,000"
8218,0.87,0.74,4,178,2,1,0,0,support,medium,"$45,000 - $74,999"
8219,0.19,0.85,6,210,4,0,0,0,support,medium,"$45,000 - $74,999"
8220,0.9,0.83,3,273,4,0,0,0,support,medium,"$45,000 - $74,999"
8221,0.5,0.5,5,166,2,0,0,0,support,medium,"$45,000 - $74,999"
8222,0.7,0.9,5,246,2,0,0,0,support,medium,"$45,000 - $74,999"
8223,0.52,0.55,5,192,3,0,0,0,support,medium,"$45,000 - $74,999"
8224,0.71,0.69,3,274,3,0,0,0,support,medium,"$45,000 - $74,999"
8225,0.4,0.41,3,232,3,0,0,0,technical,medium,"$45,000 - $74,999"
8226,0.96,0.53,3,158,4,0,0,0,technical,medium,"$45,000 - $74,999"
8227,0.86,0.92,5,137,3,0,0,0,technical,medium,"$45,000 - $74,999"
8228,0.68,0.85,3,209,2,0,0,0,management,medium,"$45,000 - $74,999"
8229,0.56,0.64,3,206,2,0,0,0,IT,medium,"$45,000 - $74,999"
8230,0.65,0.56,3,230,2,0,0,0,IT,high,"Greater than $75,000"
8231,0.98,0.61,5,239,3,0,0,0,IT,low,"Less than $45,000"
8232,0.18,0.51,5,159,6,0,0,0,IT,medium,"$45,000 - $74,999"
8233,0.66,0.65,4,244,2,0,0,0,IT,medium,"$45,000 - $74,999"
8234,0.14,0.51,5,259,5,0,0,0,product_mng,medium,"$45,000 - $74,999"
8235,0.94,0.8,5,245,3,1,0,0,product_mng,medium,"$45,000 - $74,999"
8236,0.56,1,3,141,2,1,0,0,product_mng,low,"Less than $45,000"
8237,0.56,0.8,5,202,4,0,0,0,product_mng,low,"Less than $45,000"
8238,0.59,0.89,5,143,3,1,0,0,IT,low,"Less than $45,000"
8239,0.63,0.62,4,286,5,1,0,0,RandD,low,"Less than $45,000"
8240,0.97,0.88,5,173,3,0,0,0,RandD,low,"Less than $45,000"
8241,0.76,0.7,5,195,3,0,0,0,RandD,low,"Less than $45,000"
8242,0.85,0.58,4,167,4,0,0,0,RandD,low,"Less than $45,000"
8243,0.23,0.73,5,197,4,1,0,0,RandD,low,"Less than $45,000"
8244,0.68,0.62,3,255,5,0,0,0,RandD,low,"Less than $45,000"
8245,0.71,0.73,3,274,3,0,0,0,marketing,low,"Less than $45,000"
8246,0.5,0.59,3,192,2,0,0,0,sales,low,"Less than $45,000"
8247,0.61,0.7,3,225,3,0,0,0,accounting,low,"Less than $45,000"
8248,0.99,0.65,3,209,2,1,0,0,support,low,"Less than $45,000"
8249,0.97,0.86,5,222,3,0,0,0,technical,low,"Less than $45,000"
8250,0.82,0.71,5,208,2,0,0,0,management,low,"Less than $45,000"
8251,0.72,0.68,5,162,5,0,0,0,marketing,low,"Less than $45,000"
8252,0.53,0.74,3,135,2,0,0,0,marketing,low,"Less than $45,000"
8253,0.55,0.87,4,200,3,0,0,0,marketing,low,"Less than $45,000"
8254,0.52,0.53,4,159,4,0,0,0,sales,low,"Less than $45,000"
8255,0.8,0.81,5,156,2,0,0,0,sales,low,"Less than $45,000"
8256,0.51,0.95,4,169,3,1,0,0,sales,low,"Less than $45,000"
8257,0.66,0.65,4,154,3,0,0,0,sales,medium,"$45,000 - $74,999"
8258,0.56,0.43,2,169,3,0,0,0,sales,medium,"$45,000 - $74,999"
8259,0.5,0.84,3,233,3,1,0,0,sales,medium,"$45,000 - $74,999"
8260,0.94,0.78,3,218,2,1,0,0,sales,medium,"$45,000 - $74,999"
8261,0.42,0.8,4,279,6,0,0,0,sales,medium,"$45,000 - $74,999"
8262,0.6,0.61,3,195,3,0,0,0,sales,medium,"$45,000 - $74,999"
8263,0.55,0.71,4,223,3,0,0,0,sales,medium,"$45,000 - $74,999"
8264,0.76,0.72,3,275,4,1,0,0,sales,medium,"$45,000 - $74,999"
8265,0.84,0.74,3,234,3,1,0,0,sales,medium,"$45,000 - $74,999"
8266,0.33,0.62,4,113,6,0,0,0,sales,medium,"$45,000 - $74,999"
8267,0.61,0.95,3,133,5,0,0,0,sales,medium,"$45,000 - $74,999"
8268,0.91,0.93,5,158,4,0,0,0,sales,medium,"$45,000 - $74,999"
8269,0.73,0.74,4,214,3,0,0,0,sales,high,"Greater than $75,000"
8270,0.87,0.67,4,272,4,0,0,0,sales,low,"Less than $45,000"
8271,0.38,0.42,2,127,4,0,0,0,sales,medium,"$45,000 - $74,999"
8272,0.8,0.51,4,141,3,1,0,0,sales,medium,"$45,000 - $74,999"
8273,0.69,0.8,5,263,3,1,0,0,accounting,medium,"$45,000 - $74,999"
8274,0.99,0.92,5,174,5,0,0,0,accounting,medium,"$45,000 - $74,999"
8275,0.92,0.76,5,246,2,1,0,0,accounting,low,"Less than $45,000"
8276,0.6,0.88,3,201,2,0,0,0,hr,low,"Less than $45,000"
8277,0.89,0.93,3,181,3,0,0,0,hr,low,"Less than $45,000"
8278,0.91,0.93,3,238,2,0,0,0,hr,low,"Less than $45,000"
8279,0.35,0.52,3,167,2,0,0,0,hr,low,"Less than $45,000"
8280,0.88,0.68,5,224,2,0,0,0,technical,low,"Less than $45,000"
8281,0.66,0.69,3,182,3,1,0,0,technical,low,"Less than $45,000"
8282,0.21,0.55,4,189,2,0,0,0,technical,low,"Less than $45,000"
8283,0.78,0.64,3,169,2,1,0,0,technical,medium,"$45,000 - $74,999"
8284,0.21,0.96,4,287,5,0,0,0,technical,medium,"$45,000 - $74,999"
8285,0.64,0.94,3,150,2,0,0,0,technical,medium,"$45,000 - $74,999"
8286,0.68,0.95,4,146,2,0,0,0,technical,medium,"$45,000 - $74,999"
8287,0.99,0.87,4,162,4,0,0,0,technical,medium,"$45,000 - $74,999"
8288,0.85,0.55,4,158,5,0,0,0,technical,medium,"$45,000 - $74,999"
8289,0.86,0.51,3,185,2,0,0,0,technical,medium,"$45,000 - $74,999"
8290,0.89,0.98,3,214,3,0,0,0,technical,medium,"$45,000 - $74,999"
8291,0.49,0.85,4,200,3,0,0,0,support,medium,"$45,000 - $74,999"
8292,0.76,0.97,4,219,2,0,0,0,support,medium,"$45,000 - $74,999"
8293,0.79,0.87,3,218,3,0,0,0,support,medium,"$45,000 - $74,999"
8294,0.89,0.64,4,237,2,0,0,0,support,medium,"$45,000 - $74,999"
8295,0.34,0.51,3,105,3,0,0,0,support,medium,"$45,000 - $74,999"
8296,0.81,0.92,3,251,3,1,0,0,support,medium,"$45,000 - $74,999"
8297,0.96,0.7,3,227,2,0,0,0,support,medium,"$45,000 - $74,999"
8298,0.7,0.87,3,158,2,0,0,0,support,medium,"$45,000 - $74,999"
8299,0.92,0.61,4,252,2,0,0,0,support,medium,"$45,000 - $74,999"
8300,0.5,0.76,4,198,3,0,0,0,support,medium,"$45,000 - $74,999"
8301,0.75,0.72,2,192,3,0,0,0,support,medium,"$45,000 - $74,999"
8302,0.42,0.38,2,139,4,0,0,0,technical,medium,"$45,000 - $74,999"
8303,0.29,0.4,6,205,3,0,0,0,technical,medium,"$45,000 - $74,999"
8304,0.91,0.48,3,224,3,0,0,0,technical,medium,"$45,000 - $74,999"
8305,0.55,0.97,4,267,4,0,0,0,management,medium,"$45,000 - $74,999"
8306,0.57,0.81,4,200,3,1,0,0,IT,medium,"$45,000 - $74,999"
8307,0.27,0.48,3,97,6,0,0,0,IT,medium,"$45,000 - $74,999"
8308,0.7,0.43,6,253,3,0,0,0,IT,high,"Greater than $75,000"
8309,0.63,0.68,4,191,2,0,0,0,IT,high,"Greater than $75,000"
8310,0.97,0.63,5,199,2,1,0,0,IT,high,"Greater than $75,000"
8311,0.28,0.52,3,127,4,0,0,0,product_mng,high,"Greater than $75,000"
8312,0.7,0.6,3,187,2,0,0,0,product_mng,high,"Greater than $75,000"
8313,0.83,0.51,4,215,3,0,0,0,product_mng,high,"Greater than $75,000"
8314,0.22,0.76,4,176,6,1,0,0,product_mng,high,"Greater than $75,000"
8315,0.55,0.47,3,194,2,0,0,0,IT,high,"Greater than $75,000"
8316,0.33,0.77,3,216,3,0,0,0,RandD,high,"Greater than $75,000"
8317,0.5,0.78,4,185,3,0,0,0,RandD,high,"Greater than $75,000"
8318,0.93,0.88,5,140,3,0,0,0,RandD,high,"Greater than $75,000"
8319,0.77,0.66,3,260,4,0,0,0,RandD,high,"Greater than $75,000"
8320,0.93,0.97,5,137,4,0,0,0,RandD,low,"Less than $45,000"
8321,0.72,1,4,151,2,0,0,0,RandD,low,"Less than $45,000"
8322,0.78,0.53,3,152,2,0,0,0,marketing,low,"Less than $45,000"
8323,0.55,0.75,4,166,2,0,0,0,sales,low,"Less than $45,000"
8324,0.39,0.86,3,261,2,0,0,0,accounting,low,"Less than $45,000"
8325,0.67,0.78,3,235,3,0,0,0,support,low,"Less than $45,000"
8326,0.61,0.89,3,201,2,0,0,0,technical,low,"Less than $45,000"
8327,0.6,0.69,6,250,5,1,0,0,management,low,"Less than $45,000"
8328,0.48,0.64,4,146,2,0,0,0,marketing,low,"Less than $45,000"
8329,0.75,0.84,4,195,3,0,0,0,marketing,low,"Less than $45,000"
8330,0.87,0.58,4,259,3,0,0,0,marketing,low,"Less than $45,000"
8331,0.51,0.54,4,166,4,1,0,0,sales,low,"Less than $45,000"
8332,0.63,0.9,4,188,4,1,0,0,sales,low,"Less than $45,000"
8333,0.6,0.57,3,203,2,0,0,0,sales,low,"Less than $45,000"
8334,0.7,0.99,3,167,3,0,0,0,sales,low,"Less than $45,000"
8335,0.5,0.99,2,258,3,1,0,0,sales,medium,"$45,000 - $74,999"
8336,0.59,0.51,2,126,3,0,0,0,sales,medium,"$45,000 - $74,999"
8337,0.52,0.39,6,246,4,0,0,0,sales,medium,"$45,000 - $74,999"
8338,0.55,0.49,3,205,3,0,0,0,sales,medium,"$45,000 - $74,999"
8339,0.81,0.62,5,201,3,1,0,0,sales,medium,"$45,000 - $74,999"
8340,0.94,0.98,4,197,3,0,0,0,sales,medium,"$45,000 - $74,999"
8341,0.98,0.61,3,272,3,0,0,0,sales,medium,"$45,000 - $74,999"
8342,0.83,0.84,4,206,2,0,0,0,sales,medium,"$45,000 - $74,999"
8343,0.93,0.62,3,184,3,0,0,0,sales,medium,"$45,000 - $74,999"
